Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Param1_Pan,Param2_Pan,Param1_Tilt,Param2_Tilt,Deadband,Pole_Obiektu
0.028,1,38,BANG_BANG,1.0,0.0,1.0,0.0,80,18143.5
0.062,1,38,BANG_BANG,1.0,0.0,1.0,0.0,80,18132.5
0.097,1,38,BANG_BANG,1.0,0.0,1.0,0.0,80,18161.0
0.131,2,38,BANG_BANG,1.0,0.0,1.0,0.0,80,18261.0
0.162,1,37,BANG_BANG,1.0,0.0,1.0,0.0,80,18134.0
0.192,3,36,BANG_BANG,1.0,0.0,1.0,0.0,80,18383.0
0.233,2,35,BANG_BANG,1.0,0.0,1.0,0.0,80,18140.0
0.265,3,34,BANG_BANG,1.0,0.0,1.0,0.0,80,18117.0
0.304,3,33,BANG_BANG,1.0,0.0,1.0,0.0,80,18195.0
0.333,3,32,BANG_BANG,1.0,0.0,1.0,0.0,80,17989.0
0.363,4,31,BANG_BANG,1.0,0.0,1.0,0.0,80,18096.0
0.391,4,30,BANG_BANG,1.0,0.0,1.0,0.0,80,17995.0
0.429,4,29,BANG_BANG,1.0,0.0,1.0,0.0,80,17798.0
0.457,4,28,BANG_BANG,1.0,0.0,1.0,0.0,80,17893.5
0.495,4,27,BANG_BANG,1.0,0.0,1.0,0.0,80,17899.5
0.523,2,25,BANG_BANG,1.0,0.0,1.0,0.0,80,17808.5
0.561,-1,26,BANG_BANG,1.0,0.0,1.0,0.0,80,17732.5
0.588,-7,30,BANG_BANG,1.0,0.0,1.0,0.0,80,17554.5
0.629,-16,37,BANG_BANG,1.0,0.0,1.0,0.0,80,17115.0
0.658,-29,50,BANG_BANG,1.0,0.0,1.0,0.0,80,17261.5
0.698,-38,64,BANG_BANG,1.0,0.0,1.0,0.0,80,18522.0
0.727,-48,78,BANG_BANG,1.0,0.0,1.0,0.0,80,18966.5
0.755,-61,97,BANG_BANG,1.0,0.0,1.0,0.0,80,19407.5
0.793,-75,121,BANG_BANG,1.0,0.0,1.0,0.0,80,19157.0
0.821,-91,145,BANG_BANG,1.0,0.0,1.0,0.0,80,18876.0
0.858,-105,168,BANG_BANG,1.0,0.0,1.0,0.0,80,19313.5
0.888,-116,175,BANG_BANG,1.0,0.0,1.0,0.0,80,17929.5
0.930,-121,177,BANG_BANG,1.0,0.0,1.0,0.0,80,17099.0
0.961,-120,177,BANG_BANG,1.0,0.0,1.0,0.0,80,17433.0
0.990,-113,174,BANG_BANG,1.0,0.0,1.0,0.0,80,17671.5
1.029,-107,169,BANG_BANG,1.0,0.0,1.0,0.0,80,17760.5
1.058,-95,166,BANG_BANG,1.0,0.0,1.0,0.0,80,18074.0
1.096,-80,156,BANG_BANG,1.0,0.0,1.0,0.0,80,17465.0
1.124,-65,146,BANG_BANG,1.0,0.0,1.0,0.0,80,17495.5
1.162,-47,134,BANG_BANG,1.0,0.0,1.0,0.0,80,17455.5
1.189,-30,121,BANG_BANG,1.0,0.0,1.0,0.0,80,17520.5
1.227,-14,109,BANG_BANG,1.0,0.0,1.0,0.0,80,17536.5
1.256,-4,98,BANG_BANG,1.0,0.0,1.0,0.0,80,17749.5
1.294,3,88,BANG_BANG,1.0,0.0,1.0,0.0,80,17909.5
1.321,5,80,BANG_BANG,1.0,0.0,1.0,0.0,80,17750.5
1.360,7,70,BANG_BANG,1.0,0.0,1.0,0.0,80,18122.5
1.397,3,67,BANG_BANG,1.0,0.0,1.0,0.0,80,17078.5
1.425,5,58,BANG_BANG,1.0,0.0,1.0,0.0,80,17572.0
1.455,4,53,BANG_BANG,1.0,0.0,1.0,0.0,80,17245.5
1.493,0,53,BANG_BANG,1.0,0.0,1.0,0.0,80,16273.0
1.521,-1,52,BANG_BANG,1.0,0.0,1.0,0.0,80,16417.0
1.559,-2,52,BANG_BANG,1.0,0.0,1.0,0.0,80,16339.0
1.598,-4,50,BANG_BANG,1.0,0.0,1.0,0.0,80,16129.5
1.626,-5,49,BANG_BANG,1.0,0.0,1.0,0.0,80,16198.0
1.664,-6,48,BANG_BANG,1.0,0.0,1.0,0.0,80,16207.0
1.692,-4,43,BANG_BANG,1.0,0.0,1.0,0.0,80,17132.5
1.730,-4,41,BANG_BANG,1.0,0.0,1.0,0.0,80,17493.0
1.758,-5,39,BANG_BANG,1.0,0.0,1.0,0.0,80,17490.5
1.796,-5,37,BANG_BANG,1.0,0.0,1.0,0.0,80,17701.5
1.834,-6,35,BANG_BANG,1.0,0.0,1.0,0.0,80,18054.5
1.861,-8,34,BANG_BANG,1.0,0.0,1.0,0.0,80,17951.5
1.890,-15,30,BANG_BANG,1.0,0.0,1.0,0.0,80,18907.5
1.929,-17,28,BANG_BANG,1.0,0.0,1.0,0.0,80,19243.5
1.957,-19,27,BANG_BANG,1.0,0.0,1.0,0.0,80,19058.5
1.995,-19,25,BANG_BANG,1.0,0.0,1.0,0.0,80,19291.5
2.023,-21,25,BANG_BANG,1.0,0.0,1.0,0.0,80,19216.0
2.061,-25,21,BANG_BANG,1.0,0.0,1.0,0.0,80,20275.0
2.099,-41,33,BANG_BANG,1.0,0.0,1.0,0.0,80,15843.0
2.127,-40,34,BANG_BANG,1.0,0.0,1.0,0.0,80,15718.0
2.165,-44,30,BANG_BANG,1.0,0.0,1.0,0.0,80,16655.5
2.193,-45,29,BANG_BANG,1.0,0.0,1.0,0.0,80,16806.0
2.231,-45,28,BANG_BANG,1.0,0.0,1.0,0.0,80,16825.0
2.258,-41,32,BANG_BANG,1.0,0.0,1.0,0.0,80,15742.0
2.297,-45,28,BANG_BANG,1.0,0.0,1.0,0.0,80,16673.5
2.325,-46,27,BANG_BANG,1.0,0.0,1.0,0.0,80,16696.0
2.363,-46,27,BANG_BANG,1.0,0.0,1.0,0.0,80,16585.5
2.391,-47,26,BANG_BANG,1.0,0.0,1.0,0.0,80,16568.0
2.429,-48,24,BANG_BANG,1.0,0.0,1.0,0.0,80,16461.5
2.457,-49,23,BANG_BANG,1.0,0.0,1.0,0.0,80,16418.0
2.495,-50,22,BANG_BANG,1.0,0.0,1.0,0.0,80,16296.5
2.523,-50,20,BANG_BANG,1.0,0.0,1.0,0.0,80,16227.0
2.561,-51,19,BANG_BANG,1.0,0.0,1.0,0.0,80,16181.0
2.598,-51,17,BANG_BANG,1.0,0.0,1.0,0.0,80,16634.0
2.626,-51,16,BANG_BANG,1.0,0.0,1.0,0.0,80,16582.5
2.658,-52,17,BANG_BANG,1.0,0.0,1.0,0.0,80,16170.5
2.696,-52,17,BANG_BANG,1.0,0.0,1.0,0.0,80,16109.0
2.724,-53,17,BANG_BANG,1.0,0.0,1.0,0.0,80,16100.0
2.762,-53,15,BANG_BANG,1.0,0.0,1.0,0.0,80,16528.0
2.790,-53,15,BANG_BANG,1.0,0.0,1.0,0.0,80,16463.5
