Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Param1_Pan,Param2_Pan,Param1_Tilt,Param2_Tilt,Deadband,Pole_Obiektu
0.014,-57,-8,PID,0.005,0.0001,0.005,0.0001,25,14832.5
0.039,-48,-16,PID,0.005,0.0001,0.005,0.0001,35,16981.5
0.062,-48,-16,PID,0.005,0.0001,0.005,0.0001,35,16981.5
0.083,-41,-21,PID,0.005,0.0001,0.005,0.0001,35,18001.5
0.109,-27,-26,PID,0.005,0.0001,0.005,0.0001,35,18249.5
0.133,-19,-30,PID,0.005,0.0001,0.005,0.0001,35,18327.0
0.154,-19,-30,PID,0.005,0.0001,0.005,0.0001,35,18327.0
0.175,-3,-33,PID,0.005,0.0001,0.005,0.0001,35,18667.0
0.197,-3,-33,PID,0.005,0.0001,0.005,0.0001,35,18667.0
0.218,11,-35,PID,0.005,0.0001,0.005,0.0001,35,18498.0
0.241,26,-36,PID,0.005,0.0001,0.005,0.0001,35,18538.0
0.264,26,-36,PID,0.005,0.0001,0.005,0.0001,35,18538.0
0.284,38,-37,PID,0.005,0.0001,0.005,0.0001,35,18565.0
0.303,51,-37,PID,0.005,0.0001,0.005,0.0001,35,18600.5
0.326,51,-37,PID,0.005,0.0001,0.005,0.0001,35,18600.5
0.347,66,-37,PID,0.005,0.0001,0.005,0.0001,35,19027.0
0.374,85,-36,PID,0.005,0.0001,0.005,0.0001,35,18992.0
0.397,97,-37,PID,0.005,0.0001,0.005,0.0001,35,19440.5
0.420,97,-37,PID,0.005,0.0001,0.005,0.0001,35,19440.5
0.443,104,-38,PID,0.005,0.0001,0.005,0.0001,35,19842.5
0.468,112,-39,PID,0.005,0.0001,0.005,0.0001,35,20536.5
0.491,112,-39,PID,0.005,0.0001,0.005,0.0001,35,20536.5
0.511,117,-41,PID,0.005,0.0001,0.005,0.0001,35,20952.5
0.535,117,-41,PID,0.005,0.0001,0.005,0.0001,35,20952.5
0.556,122,-43,PID,0.005,0.0001,0.005,0.0001,35,21165.0
0.577,122,-46,PID,0.005,0.0001,0.005,0.0001,35,22018.0
0.603,122,-46,PID,0.005,0.0001,0.005,0.0001,35,22018.0
0.627,122,-47,PID,0.005,0.0001,0.005,0.0001,35,21876.0
