Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Param1_Pan,Param2_Pan,Param1_Tilt,Param2_Tilt,Deadband,Pole_Obiektu
0.008,-137,130,PID,0.058,0.0019,0.058,0.0019,80,39069.5
0.048,-117,137,PID,0.058,0.0019,0.058,0.0019,80,36615.0
0.077,-91,140,PID,0.058,0.0019,0.058,0.0019,80,33534.5
0.106,-55,140,PID,0.058,0.0019,0.058,0.0019,80,29414.5
0.144,-15,140,PID,0.058,0.0019,0.058,0.0019,80,28546.0
0.173,26,136,PID,0.058,0.0019,0.058,0.0019,80,29529.0
0.211,63,120,PID,0.058,0.0019,0.058,0.0019,80,27886.5
0.239,91,100,PID,0.058,0.0019,0.058,0.0019,80,28566.0
0.277,116,76,PID,0.058,0.0019,0.058,0.0019,80,28015.5
0.305,136,51,PID,0.058,0.0019,0.058,0.0019,80,29749.5
0.343,148,26,PID,0.058,0.0019,0.058,0.0019,80,32778.0
0.382,155,3,PID,0.058,0.0019,0.058,0.0019,80,35597.5
0.410,158,-16,PID,0.058,0.0019,0.058,0.0019,80,38264.5
0.448,158,-29,PID,0.058,0.0019,0.058,0.0019,80,41242.0
0.476,158,-34,PID,0.058,0.0019,0.058,0.0019,80,45551.5
0.513,158,-35,PID,0.058,0.0019,0.058,0.0019,80,47422.0
0.541,158,-36,PID,0.058,0.0019,0.058,0.0019,80,47578.5
0.579,158,-38,PID,0.058,0.0019,0.058,0.0019,80,47185.5
0.607,158,-39,PID,0.058,0.0019,0.058,0.0019,80,47475.5
0.646,159,-39,PID,0.058,0.0019,0.058,0.0019,80,47906.5
0.674,161,-39,PID,0.058,0.0019,0.058,0.0019,80,48349.0
0.712,163,-38,PID,0.058,0.0019,0.058,0.0019,80,48437.0
0.741,165,-37,PID,0.058,0.0019,0.058,0.0019,80,48488.0
0.780,167,-36,PID,0.058,0.0019,0.058,0.0019,80,48327.0
0.807,171,-36,PID,0.058,0.0019,0.058,0.0019,80,47695.5
0.846,175,-36,PID,0.058,0.0019,0.058,0.0019,80,47680.0
0.874,180,-35,PID,0.058,0.0019,0.058,0.0019,80,46914.0
0.911,186,-20,PID,0.058,0.0019,0.058,0.0019,80,39792.0
0.939,193,4,PID,0.058,0.0019,0.058,0.0019,80,34934.0
0.977,196,33,PID,0.058,0.0019,0.058,0.0019,80,33632.5
1.006,195,61,PID,0.058,0.0019,0.058,0.0019,80,33908.0
1.044,191,86,PID,0.058,0.0019,0.058,0.0019,80,35461.5
1.082,180,105,PID,0.058,0.0019,0.058,0.0019,80,37693.5
1.110,161,117,PID,0.058,0.0019,0.058,0.0019,80,39192.5
1.138,141,129,PID,0.058,0.0019,0.058,0.0019,80,38042.5
1.176,119,143,PID,0.058,0.0019,0.058,0.0019,80,36447.5
1.204,92,156,PID,0.058,0.0019,0.058,0.0019,80,35838.0
1.242,63,163,PID,0.058,0.0019,0.058,0.0019,80,32333.0
1.270,34,169,PID,0.058,0.0019,0.058,0.0019,80,29770.5
1.308,5,174,PID,0.058,0.0019,0.058,0.0019,80,27186.5
1.346,-19,179,PID,0.058,0.0019,0.058,0.0019,80,25822.0
1.374,-40,182,PID,0.058,0.0019,0.058,0.0019,80,24779.0
1.412,-58,184,PID,0.058,0.0019,0.058,0.0019,80,24189.0
1.439,-73,185,PID,0.058,0.0019,0.058,0.0019,80,24477.5
1.477,-87,184,PID,0.058,0.0019,0.058,0.0019,80,24745.5
1.505,-99,184,PID,0.058,0.0019,0.058,0.0019,80,25314.0
1.543,-112,181,PID,0.058,0.0019,0.058,0.0019,80,26648.0
1.580,-123,177,PID,0.058,0.0019,0.058,0.0019,80,29565.0
1.608,-131,170,PID,0.058,0.0019,0.058,0.0019,80,33924.5
1.646,-137,163,PID,0.058,0.0019,0.058,0.0019,80,38407.5
1.674,-140,158,PID,0.058,0.0019,0.058,0.0019,80,41900.0
1.713,-141,154,PID,0.058,0.0019,0.058,0.0019,80,44179.5
1.741,-141,151,PID,0.058,0.0019,0.058,0.0019,80,45728.5
1.779,-140,148,PID,0.058,0.0019,0.058,0.0019,80,46774.0
1.807,-139,143,PID,0.058,0.0019,0.058,0.0019,80,44952.5
1.845,-134,124,PID,0.058,0.0019,0.058,0.0019,80,36702.5
1.873,-133,104,PID,0.058,0.0019,0.058,0.0019,80,35123.5
1.911,-137,88,PID,0.058,0.0019,0.058,0.0019,80,36767.0
1.948,-141,78,PID,0.058,0.0019,0.058,0.0019,80,38705.0
1.976,-147,69,PID,0.058,0.0019,0.058,0.0019,80,39462.0
