Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Param1_Pan,Param2_Pan,Param1_Tilt,Param2_Tilt,Deadband,Pole_Obiektu
0.016,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26750.0
0.039,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26651.5
0.060,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26651.5
0.081,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26540.5
0.104,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26471.5
0.125,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26471.5
0.156,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26454.5
0.176,10,-1,PID,0.005,0.0001,0.005,0.0001,35,26664.5
0.198,10,-1,PID,0.005,0.0001,0.005,0.0001,35,26679.0
0.218,9,-1,PID,0.005,0.0001,0.005,0.0001,35,26578.0
0.238,10,0,PID,0.005,0.0001,0.005,0.0001,35,26535.5
0.258,10,0,PID,0.005,0.0001,0.005,0.0001,35,26545.5
0.279,11,0,PID,0.005,0.0001,0.005,0.0001,35,26619.0
0.301,11,0,PID,0.005,0.0001,0.005,0.0001,35,26630.0
0.322,12,0,PID,0.005,0.0001,0.005,0.0001,35,26622.0
0.342,13,0,PID,0.005,0.0001,0.005,0.0001,35,26628.5
0.364,13,0,PID,0.005,0.0001,0.005,0.0001,35,26638.0
0.384,13,0,PID,0.005,0.0001,0.005,0.0001,35,26718.0
0.404,14,-1,PID,0.005,0.0001,0.005,0.0001,35,26797.0
0.425,14,0,PID,0.005,0.0001,0.005,0.0001,35,26805.0
0.446,15,0,PID,0.005,0.0001,0.005,0.0001,35,26643.5
0.468,15,0,PID,0.005,0.0001,0.005,0.0001,35,26651.5
0.494,16,0,PID,0.005,0.0001,0.005,0.0001,35,26748.5
0.514,17,0,PID,0.005,0.0001,0.005,0.0001,35,26808.0
0.538,18,0,PID,0.005,0.0001,0.005,0.0001,35,26588.0
0.560,18,0,PID,0.005,0.0001,0.005,0.0001,35,26588.0
0.582,19,-1,PID,0.005,0.0001,0.005,0.0001,35,26856.0
0.606,19,-1,PID,0.005,0.0001,0.005,0.0001,35,26751.5
0.628,19,-1,PID,0.005,0.0001,0.005,0.0001,35,26751.5
0.648,19,0,PID,0.005,0.0001,0.005,0.0001,35,26876.5
0.672,17,2,PID,0.005,0.0001,0.005,0.0001,35,26931.5
0.694,17,2,PID,0.005,0.0001,0.005,0.0001,35,26931.5
0.715,11,6,PID,0.005,0.0001,0.005,0.0001,35,27363.5
0.739,11,6,PID,0.005,0.0001,0.005,0.0001,35,27349.5
0.761,-1,13,PID,0.005,0.0001,0.005,0.0001,35,27801.0
0.783,-19,20,PID,0.005,0.0001,0.005,0.0001,35,27887.5
0.810,-20,20,PID,0.005,0.0001,0.005,0.0001,35,28281.5
0.833,-42,26,PID,0.005,0.0001,0.005,0.0001,35,27799.0
