Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Param1_Pan,Param2_Pan,Param1_Tilt,Param2_Tilt,Deadband,Pole_Obiektu
0.016,15,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5492.0
0.039,14,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5466.5
0.060,14,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5466.5
0.083,13,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5505.0
0.110,10,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5493.5
0.133,10,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5493.5
0.154,3,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5481.5
0.180,3,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5481.5
0.202,-9,15,BANG_BANG,0.5,0.0,0.5,0.0,25,5319.5
0.221,-22,16,BANG_BANG,0.5,0.0,0.5,0.0,25,5456.5
0.242,-40,17,BANG_BANG,0.5,0.0,0.5,0.0,25,5442.0
0.264,-40,17,BANG_BANG,0.5,0.0,0.5,0.0,25,5442.0
0.283,-57,18,BANG_BANG,0.5,0.0,0.5,0.0,25,5400.5
0.308,-72,19,BANG_BANG,0.5,0.0,0.5,0.0,25,5487.5
0.330,-72,19,BANG_BANG,0.5,0.0,0.5,0.0,25,5487.5
0.352,-84,20,BANG_BANG,0.5,0.0,0.5,0.0,25,5705.5
0.374,-88,24,BANG_BANG,0.5,0.0,0.5,0.0,25,5632.5
0.397,-88,24,BANG_BANG,0.5,0.0,0.5,0.0,25,5632.5
0.418,-84,29,BANG_BANG,0.5,0.0,0.5,0.0,25,5716.0
0.441,-84,29,BANG_BANG,0.5,0.0,0.5,0.0,25,5716.0
0.463,-82,33,BANG_BANG,0.5,0.0,0.5,0.0,25,5778.0
0.485,-76,38,BANG_BANG,0.5,0.0,0.5,0.0,25,5759.0
0.512,-71,39,BANG_BANG,0.5,0.0,0.5,0.0,25,5853.5
0.537,-71,39,BANG_BANG,0.5,0.0,0.5,0.0,25,5853.5
0.557,-63,36,BANG_BANG,0.5,0.0,0.5,0.0,25,5876.0
0.578,-57,27,BANG_BANG,0.5,0.0,0.5,0.0,25,5637.5
0.602,-57,27,BANG_BANG,0.5,0.0,0.5,0.0,25,5637.5
0.633,-48,13,BANG_BANG,0.5,0.0,0.5,0.0,25,5718.5
0.653,-38,2,BANG_BANG,0.5,0.0,0.5,0.0,25,5590.0
