Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Param1_Pan,Param2_Pan,Param1_Tilt,Param2_Tilt,Deadband,Pole_Obiektu
0.004,175,-157,PID,0.058,0.0019,0.058,0.0019,190,40169.5
0.028,176,-157,PID,0.058,0.0019,0.058,0.0019,190,40134.5
0.048,177,-157,PID,0.058,0.0019,0.058,0.0019,190,40131.0
0.068,178,-157,PID,0.058,0.0019,0.058,0.0019,190,40089.5
0.094,179,-157,PID,0.058,0.0019,0.058,0.0019,190,40056.5
0.125,180,-157,PID,0.058,0.0019,0.058,0.0019,190,40078.0
0.145,181,-157,PID,0.058,0.0019,0.058,0.0019,190,40144.5
0.169,181,-157,PID,0.058,0.0019,0.058,0.0019,190,40124.5
0.191,182,-157,PID,0.058,0.0019,0.058,0.0019,190,40189.0
0.213,184,-157,PID,0.058,0.0019,0.058,0.0019,190,40279.5
0.237,186,-157,PID,0.058,0.0019,0.058,0.0019,190,40290.0
0.259,186,-157,PID,0.058,0.0019,0.058,0.0019,190,40229.0
0.279,187,-157,PID,0.058,0.0019,0.058,0.0019,190,40288.0
0.300,189,-157,PID,0.058,0.0019,0.058,0.0019,190,40248.0
0.320,190,-157,PID,0.058,0.0019,0.058,0.0019,190,40224.0
0.341,191,-157,PID,0.058,0.0019,0.058,0.0019,190,40139.0
0.363,191,-157,PID,0.058,0.0019,0.058,0.0019,190,40157.5
0.382,192,-158,PID,0.058,0.0019,0.058,0.0019,190,40022.0
0.408,193,-158,PID,0.058,0.0019,0.058,0.0019,190,39723.0
0.431,193,-158,PID,0.058,0.0019,0.058,0.0019,190,39637.5
0.453,193,-158,PID,0.058,0.0019,0.058,0.0019,190,39543.0
0.472,185,-158,PID,0.058,0.0019,0.058,0.0019,190,38105.5
0.494,183,-158,PID,0.058,0.0019,0.058,0.0019,190,39122.0
0.516,172,-158,PID,0.058,0.0019,0.058,0.0019,190,37311.5
0.538,168,-158,PID,0.058,0.0019,0.058,0.0019,190,38604.0
0.560,153,-158,PID,0.058,0.0019,0.058,0.0019,190,36426.5
0.580,130,-158,PID,0.058,0.0019,0.058,0.0019,190,34252.5
0.603,102,-158,PID,0.058,0.0019,0.058,0.0019,190,32635.0
0.626,90,-159,PID,0.058,0.0019,0.058,0.0019,190,36410.0
0.646,66,-158,PID,0.058,0.0019,0.058,0.0019,190,33712.5
0.668,36,-158,PID,0.058,0.0019,0.058,0.0019,190,32197.0
0.692,23,-159,PID,0.058,0.0019,0.058,0.0019,190,36379.5
0.712,-5,-157,PID,0.058,0.0019,0.058,0.0019,190,33302.5
0.734,-18,-157,PID,0.058,0.0019,0.058,0.0019,190,37687.5
0.761,-48,-153,PID,0.058,0.0019,0.058,0.0019,190,33951.0
0.783,-88,-151,PID,0.058,0.0019,0.058,0.0019,190,31186.0
0.804,-137,-149,PID,0.058,0.0019,0.058,0.0019,190,28325.0
0.826,-162,-148,PID,0.058,0.0019,0.058,0.0019,190,37679.0
0.848,-202,-145,PID,0.058,0.0019,0.058,0.0019,190,32452.0
0.871,-241,-148,PID,0.058,0.0019,0.058,0.0019,190,28284.5
0.893,-241,-149,PID,0.058,0.0019,0.058,0.0019,190,27907.5
0.916,-284,-136,PID,0.058,0.0019,0.058,0.0019,85,12105.5
0.938,-173,-203,PID,0.058,0.0019,0.058,0.0019,65,1198.5
0.960,-153,-211,PID,0.058,0.0019,0.058,0.0019,65,2867.0
0.980,-140,-215,PID,0.058,0.0019,0.058,0.0019,65,2062.0
1.003,-133,-211,PID,0.058,0.0019,0.058,0.0019,65,1927.5
1.025,-133,-211,PID,0.058,0.0019,0.058,0.0019,65,1927.5
1.045,-240,-148,PID,0.058,0.0019,0.058,0.0019,65,2483.0
1.066,-238,-123,PID,0.058,0.0019,0.058,0.0019,85,4501.5
1.093,-218,-118,PID,0.058,0.0019,0.058,0.0019,85,5496.0
1.114,-198,-105,PID,0.058,0.0019,0.058,0.0019,85,5466.0
1.138,-183,-89,PID,0.058,0.0019,0.058,0.0019,85,5303.0
1.160,-183,-90,PID,0.058,0.0019,0.058,0.0019,85,5282.5
1.182,-170,-91,PID,0.058,0.0019,0.058,0.0019,85,5029.5
1.204,-152,-88,PID,0.058,0.0019,0.058,0.0019,85,6075.0
1.227,-152,-88,PID,0.058,0.0019,0.058,0.0019,85,6075.5
1.247,-136,-83,PID,0.058,0.0019,0.058,0.0019,85,6208.0
1.271,-118,-68,PID,0.058,0.0019,0.058,0.0019,85,6257.0
1.293,-118,-68,PID,0.058,0.0019,0.058,0.0019,85,6284.0
1.316,-98,-52,PID,0.058,0.0019,0.058,0.0019,85,6259.0
1.338,-205,-59,PID,0.058,0.0019,0.058,0.0019,85,6507.0
1.359,-254,-59,PID,0.058,0.0019,0.058,0.0019,190,24610.5
1.381,-241,-58,PID,0.058,0.0019,0.058,0.0019,190,29528.0
1.404,-227,-55,PID,0.058,0.0019,0.058,0.0019,190,34748.5
1.426,-227,-52,PID,0.058,0.0019,0.058,0.0019,190,34796.0
1.447,-216,-48,PID,0.058,0.0019,0.058,0.0019,190,39194.0
1.469,-206,-45,PID,0.058,0.0019,0.058,0.0019,190,43043.0
1.490,-203,-42,PID,0.058,0.0019,0.058,0.0019,190,43891.5
1.511,-195,-42,PID,0.058,0.0019,0.058,0.0019,190,45863.5
1.533,-192,-42,PID,0.058,0.0019,0.058,0.0019,190,47187.0
1.554,-183,-45,PID,0.058,0.0019,0.058,0.0019,190,45379.5
1.574,-168,-51,PID,0.058,0.0019,0.058,0.0019,190,42793.5
1.595,-160,-55,PID,0.058,0.0019,0.058,0.0019,190,44682.5
1.614,-144,-62,PID,0.058,0.0019,0.058,0.0019,190,40052.0
1.637,-121,-71,PID,0.058,0.0019,0.058,0.0019,190,36070.5
1.657,-111,-79,PID,0.058,0.0019,0.058,0.0019,190,40769.0
1.680,-88,-87,PID,0.058,0.0019,0.058,0.0019,190,36913.5
1.704,-63,-93,PID,0.058,0.0019,0.058,0.0019,190,37610.5
1.726,-50,-97,PID,0.058,0.0019,0.058,0.0019,190,43065.5
1.749,-33,-99,PID,0.058,0.0019,0.058,0.0019,190,41992.0
1.770,-18,-100,PID,0.058,0.0019,0.058,0.0019,190,43229.0
1.790,-13,-100,PID,0.058,0.0019,0.058,0.0019,190,45778.5
1.811,-4,-101,PID,0.058,0.0019,0.058,0.0019,190,45106.0
1.834,-1,-101,PID,0.058,0.0019,0.058,0.0019,190,46578.5
1.855,2,-101,PID,0.058,0.0019,0.058,0.0019,190,46561.0
1.876,4,-101,PID,0.058,0.0019,0.058,0.0019,190,46731.5
1.897,5,-100,PID,0.058,0.0019,0.058,0.0019,190,46809.0
1.917,6,-99,PID,0.058,0.0019,0.058,0.0019,190,46823.5
1.937,8,-98,PID,0.058,0.0019,0.058,0.0019,190,46846.5
1.959,9,-97,PID,0.058,0.0019,0.058,0.0019,190,46870.0
1.980,10,-96,PID,0.058,0.0019,0.058,0.0019,190,46883.5
2.001,11,-95,PID,0.058,0.0019,0.058,0.0019,190,46904.5
2.022,13,-95,PID,0.058,0.0019,0.058,0.0019,190,46887.5
2.042,15,-94,PID,0.058,0.0019,0.058,0.0019,190,46922.5
2.064,16,-93,PID,0.058,0.0019,0.058,0.0019,190,46954.0
2.086,17,-92,PID,0.058,0.0019,0.058,0.0019,190,46915.5
2.106,18,-91,PID,0.058,0.0019,0.058,0.0019,190,46909.5
2.129,19,-90,PID,0.058,0.0019,0.058,0.0019,190,46917.5
2.148,20,-89,PID,0.058,0.0019,0.058,0.0019,190,46962.0
2.169,21,-88,PID,0.058,0.0019,0.058,0.0019,190,46979.0
2.190,22,-87,PID,0.058,0.0019,0.058,0.0019,190,46930.5
2.211,22,-86,PID,0.058,0.0019,0.058,0.0019,190,46783.5
2.233,22,-85,PID,0.058,0.0019,0.058,0.0019,190,46743.5
2.254,21,-84,PID,0.058,0.0019,0.058,0.0019,190,46353.5
2.274,20,-83,PID,0.058,0.0019,0.058,0.0019,190,46338.0
2.296,19,-82,PID,0.058,0.0019,0.058,0.0019,190,46374.0
2.315,18,-81,PID,0.058,0.0019,0.058,0.0019,190,45917.0
2.336,16,-80,PID,0.058,0.0019,0.058,0.0019,190,45745.0
2.357,15,-80,PID,0.058,0.0019,0.058,0.0019,190,45890.5
2.378,13,-80,PID,0.058,0.0019,0.058,0.0019,190,45635.0
2.400,12,-80,PID,0.058,0.0019,0.058,0.0019,190,45847.0
2.425,11,-80,PID,0.058,0.0019,0.058,0.0019,190,45783.5
2.447,10,-80,PID,0.058,0.0019,0.058,0.0019,190,45836.5
2.471,9,-80,PID,0.058,0.0019,0.058,0.0019,190,45901.0
2.492,8,-80,PID,0.058,0.0019,0.058,0.0019,190,46000.0
2.513,8,-80,PID,0.058,0.0019,0.058,0.0019,190,46135.0
2.537,8,-81,PID,0.058,0.0019,0.058,0.0019,190,46138.0
2.559,8,-81,PID,0.058,0.0019,0.058,0.0019,190,46260.0
2.581,8,-82,PID,0.058,0.0019,0.058,0.0019,190,46293.0
2.604,8,-82,PID,0.058,0.0019,0.058,0.0019,190,46354.0
2.626,8,-83,PID,0.058,0.0019,0.058,0.0019,190,46478.5
2.646,9,-84,PID,0.058,0.0019,0.058,0.0019,190,46612.5
